customer_id,customer_label,rm_id,region,sector,size_band,legal_form,onboarding_date,relationship_tenure_months,annual_turnover_try,employees,exporter_flag,importer_flag,digital_engagement_score,contact_permission,preferred_channel,data_class,pd_12m,internal_rating,days_past_due,stage,kyc_review_due_date,aml_alert_priority,beneficial_owner_complete,financials_fresh_flag,data_class_risk,inflow_6m_try,outflow_6m_try,pos_volume_6m_try,payroll_6m_try,fx_inflow_6m_try,fx_outflow_6m_try,trade_flow_6m_try,average_deposit_balance_try,average_loan_balance_try,digital_transaction_count_6m,products_held,bank_exposure_try,relationship_income_try,products_held_list,last_interaction_date,interactions_12m,days_since_interaction,relationship_depth_score,wallet_share_proxy,kyc_overdue_days
SME002059,Synthetic SME 002059,RM037,Aegean,Wholesale Trade,MEDIUM,SOLE_PROPRIETOR,2021-11-28,56,272713066.590000,125,False,True,67.770000,False,SECURE_MESSAGE,DERIVED_ANALYTICS,0.005588,R02,0,1,2025-12-05,NONE,True,False,CONTROLLED_SYNTHETIC,143486314.240000,136220172.220000,4784346.560000,27542475.810000,0.000000,42453393.720000,19292887.690000,4240188.171667,16115784.201667,561,4,314644505.250000,12007258.640000,CASH_MANAGEMENT|POS_MERCHANT_ACQUIRING|TERM_DEPOSIT|WORKING_CAPITAL_LOAN,2026-05-22,6,90,67.330000,1.000000,258
SME002060,Synthetic SME 002060,RM009,Marmara,Retail Trade,SMALL,LIMITED,2025-06-28,13,9452595.020000,28,True,False,32.080000,True,RM_CALL,DERIVED_ANALYTICS,0.007180,R02,0,1,2027-08-20,NONE,True,False,CONTROLLED_SYNTHETIC,5137448.190000,4837364.060000,2546944.500000,5706373.980000,889679.590000,0.000000,416206.290000,189373.476667,608135.110000,330,4,11851898.620000,107571.690000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT|TERM_DEPOSIT|WORKING_CAPITAL_LOAN,2026-07-04,3,47,57.100000,1.000000,0
SME002061,Synthetic SME 002061,RM022,Central Anatolia,Agriculture,SMALL,JOINT_STOCK,2021-02-22,65,20011503.790000,42,False,False,61.160000,True,RM_CALL,DERIVED_ANALYTICS,0.024685,R03,30,2,2026-09-13,NONE,True,False,CONTROLLED_SYNTHETIC,11065761.600000,9036692.030000,422125.120000,7634135.870000,0.000000,0.000000,0.000000,375641.178333,1272935.088333,474,4,16771543.430000,434697.390000,BUSINESS_CREDIT_CARD|FX_RISK_MANAGEMENT|PAYROLL_SERVICES|TRADE_FINANCE,2026-04-09,2,133,64.940000,1.000000,0
SME002062,Synthetic SME 002062,RM019,Aegean,Professional Services,SMALL,JOINT_STOCK,2025-06-06,14,20833640.620000,44,False,True,78.210000,True,BRANCH,DERIVED_ANALYTICS,0.039050,R03,0,1,2025-12-23,NONE,True,True,CONTROLLED_SYNTHETIC,11316191.240000,9665544.060000,835552.470000,8790615.660000,0.000000,1929674.180000,988001.830000,437024.963333,1208581.165000,627,2,6710990.890000,224990.270000,POS_MERCHANT_ACQUIRING|WORKING_CAPITAL_LOAN,2026-07-18,4,33,25.350000,0.920351,240
SME002063,Synthetic SME 002063,RM009,Marmara,Manufacturing,SMALL,LIMITED,2021-06-30,61,28939153.630000,32,False,False,65.330000,True,RM_CALL,DERIVED_ANALYTICS,0.010788,R02,0,1,2026-11-28,NONE,False,True,CONTROLLED_SYNTHETIC,13857404.530000,12690943.050000,606672.940000,6351622.910000,0.000000,0.000000,0.000000,543568.795000,1019375.376667,623,3,13717183.340000,300031.370000,PAYROLL_SERVICES|POS_MERCHANT_ACQUIRING|TERM_DEPOSIT,2026-03-19,1,154,47.300000,1.000000,0
SME002064,Synthetic SME 002064,RM039,Eastern,Retail Trade,MICRO,JOINT_STOCK,2018-04-28,99,7382895.560000,5,False,False,80.240000,True,RM_CALL,DERIVED_ANALYTICS,0.041124,R03,0,1,2026-08-25,NONE,True,True,CONTROLLED_SYNTHETIC,4487791.850000,4008753.950000,1803159.760000,1061290.130000,0.000000,0.000000,0.000000,123678.813333,474980.920000,844,4,4570343.550000,45823.890000,FX_RISK_MANAGEMENT|POS_MERCHANT_ACQUIRING|TRADE_FINANCE|WORKING_CAPITAL_LOAN,2026-01-10,1,222,63.330000,1.000000,0
SME002065,Synthetic SME 002065,RM043,Mediterranean,Wholesale Trade,SMALL,LIMITED,2021-01-19,66,50225037.380000,49,False,False,92.130000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.009139,R02,0,1,2026-09-10,NONE,True,True,CONTROLLED_SYNTHETIC,24648421.760000,24079770.880000,1658023.070000,10519052.400000,0.000000,0.000000,0.000000,814872.590000,3403593.691667,991,2,61404195.030000,1601197.850000,CASH_MANAGEMENT|WORKING_CAPITAL_LOAN,2026-03-10,6,163,56.710000,1.000000,0
SME002066,Synthetic SME 002066,RM032,Aegean,Professional Services,SMALL,LIMITED,2024-11-06,21,18125295.800000,17,False,False,69.430000,True,BRANCH,DERIVED_ANALYTICS,0.048993,R04,15,1,2027-10-02,NONE,True,True,CONTROLLED_SYNTHETIC,9816288.060000,8937931.590000,463070.800000,3538647.690000,0.000000,0.000000,0.000000,260885.598333,943467.676667,562,4,26331180.930000,880680.390000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT|PAYROLL_SERVICES|TERM_DEPOSIT,2025-08-31,1,354,59.000000,1.000000,0
SME002067,Synthetic SME 002067,RM009,Marmara,Transportation,MICRO,LIMITED,2024-10-13,22,12138499.860000,9,False,True,56.540000,False,VIDEO_MEETING,DERIVED_ANALYTICS,0.028390,R03,0,1,2026-01-16,NONE,True,False,CONTROLLED_SYNTHETIC,6453187.330000,5580786.060000,181439.620000,1744826.590000,0.000000,1773512.250000,978034.320000,270085.073333,572220.605000,644,3,15628287.020000,654872.270000,CASH_MANAGEMENT|FX_RISK_MANAGEMENT|WORKING_CAPITAL_LOAN,2026-08-09,5,11,52.740000,1.000000,216
SME002068,Synthetic SME 002068,RM029,Marmara,Construction,MICRO,JOINT_STOCK,2025-12-28,7,14983850.400000,8,False,False,70.030000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.042882,R03,0,1,2027-03-12,NONE,True,True,CONTROLLED_SYNTHETIC,6927474.160000,6377344.130000,143443.720000,1615677.950000,0.000000,0.000000,0.000000,209490.926667,890268.070000,613,4,18958924.180000,364474.640000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT|PAYROLL_SERVICES|WORKING_CAPITAL_LOAN,2026-07-19,6,32,55.670000,1.000000,0
SME002069,Synthetic SME 002069,RM043,Mediterranean,Retail Trade,SMALL,LIMITED,2023-02-05,42,8438619.530000,47,False,False,79.030000,False,RM_CALL,DERIVED_ANALYTICS,0.079217,R05,0,1,2026-07-03,NONE,False,True,CONTROLLED_SYNTHETIC,4273383.310000,3507059.420000,2092850.110000,9610911.810000,0.000000,0.000000,0.000000,147502.043333,492838.986667,775,1,220998.060000,3236.070000,BUSINESS_CREDIT_CARD,2026-04-28,5,114,17.230000,0.074825,48
SME002070,Synthetic SME 002070,RM046,Mediterranean,Healthcare,MICRO,LIMITED,2019-03-07,89,7544501.270000,6,False,False,28.000000,True,RM_CALL,DERIVED_ANALYTICS,0.021194,R02,15,1,2027-04-29,NONE,True,False,CONTROLLED_SYNTHETIC,3898838.270000,3420259.940000,1824338.060000,1178122.070000,0.000000,0.000000,0.000000,152683.301667,494826.308333,219,2,9293144.960000,213443.070000,CASH_MANAGEMENT|PAYROLL_SERVICES,2026-06-02,5,79,61.000000,1.000000,0
SME002071,Synthetic SME 002071,RM020,Mediterranean,Technology,MICRO,LIMITED,2016-08-28,119,13918732.810000,5,False,False,86.360000,True,BRANCH,DERIVED_ANALYTICS,0.030352,R03,0,1,2026-11-26,NONE,True,True,CONTROLLED_SYNTHETIC,7424912.130000,6738679.310000,432756.560000,1008150.570000,0.000000,0.000000,0.000000,291942.861667,496188.096667,726,3,14255316.830000,76490.310000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT|POS_MERCHANT_ACQUIRING,2026-06-07,2,74,67.500000,1.000000,0
SME002072,Synthetic SME 002072,RM015,Marmara,Manufacturing,MEDIUM,LIMITED,2023-04-06,40,92311231.520000,130,False,False,31.950000,True,RM_CALL,DERIVED_ANALYTICS,0.002000,R02,0,1,2027-04-14,NONE,True,True,CONTROLLED_SYNTHETIC,45077822.220000,40396008.170000,1717953.180000,28895398.420000,0.000000,0.000000,0.000000,1700729.920000,3274480.891667,336,4,81728995.590000,3620632.060000,BUSINESS_CREDIT_CARD|PAYROLL_SERVICES|TERM_DEPOSIT|WORKING_CAPITAL_LOAN,2026-08-03,4,17,60.310000,1.000000,0
SME002073,Synthetic SME 002073,RM031,Black Sea,Manufacturing,SMALL,LIMITED,2020-06-06,74,39601807.450000,40,False,False,80.450000,True,RM_CALL,DERIVED_ANALYTICS,0.027147,R03,0,1,2026-12-09,NONE,True,True,CONTROLLED_SYNTHETIC,21338308.370000,18659705.970000,1285228.170000,8517748.800000,0.000000,0.000000,0.000000,787309.170000,1862643.125000,902,4,43357434.040000,1679445.840000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT|POS_MERCHANT_ACQUIRING|TRADE_FINANCE,2026-07-08,4,43,71.620000,1.000000,0
SME002074,Synthetic SME 002074,RM002,Marmara,Professional Services,SMALL,SOLE_PROPRIETOR,2016-09-04,119,28941739.090000,21,False,False,58.500000,True,RM_CALL,DERIVED_ANALYTICS,0.007165,R02,5,1,2027-06-06,NONE,True,False,CONTROLLED_SYNTHETIC,15568501.450000,14627238.000000,769281.290000,4333093.360000,0.000000,0.000000,0.000000,678522.713333,1518961.008333,597,2,2270523.050000,56838.410000,POS_MERCHANT_ACQUIRING|TERM_DEPOSIT,2026-08-16,6,4,35.200000,0.224147,0
SME002075,Synthetic SME 002075,RM008,Marmara,Hospitality,SMALL,SOLE_PROPRIETOR,2021-07-14,61,32743549.870000,30,False,False,58.050000,True,RM_CALL,DERIVED_ANALYTICS,0.046011,R04,0,1,2026-12-11,NONE,True,True,CONTROLLED_SYNTHETIC,18675771.230000,15609229.500000,8949352.780000,6068651.640000,0.000000,0.000000,0.000000,715730.388333,1457344.655000,554,1,1031506.000000,36488.560000,TERM_DEPOSIT,2026-08-05,1,15,21.910000,0.090007,0
SME002076,Synthetic SME 002076,RM039,Eastern,Manufacturing,MEDIUM,JOINT_STOCK,2018-07-03,97,24751028.530000,102,False,False,81.310000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.014277,R02,0,1,2027-07-09,NONE,True,True,CONTROLLED_SYNTHETIC,15227124.310000,14695897.790000,282112.520000,22929018.810000,0.000000,0.000000,0.000000,432592.245000,1368664.713333,749,2,45246889.000000,424139.010000,BUSINESS_CREDIT_CARD|PAYROLL_SERVICES,2025-12-09,1,254,61.000000,1.000000,0
SME002077,Synthetic SME 002077,RM036,Marmara,Wholesale Trade,MICRO,SOLE_PROPRIETOR,2021-05-31,62,16985674.540000,4,False,False,94.920000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.056053,R04,0,1,2026-11-07,NONE,True,False,CONTROLLED_SYNTHETIC,8860266.180000,7538426.520000,248437.610000,774700.810000,0.000000,0.000000,0.000000,250241.078333,855634.595000,930,2,12498881.430000,522481.300000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT,2026-07-08,5,43,48.370000,1.000000,0
SME002078,Synthetic SME 002078,RM007,Central Anatolia,Professional Services,MICRO,LIMITED,2016-01-01,127,26036082.970000,3,False,False,88.980000,True,BRANCH,DERIVED_ANALYTICS,0.040683,R03,0,1,2026-03-29,NONE,True,True,CONTROLLED_SYNTHETIC,14408149.900000,13187689.230000,730271.150000,675065.260000,0.000000,0.000000,0.000000,569950.226667,1634200.446667,739,2,2012792.020000,63342.070000,BUSINESS_CREDIT_CARD|POS_MERCHANT_ACQUIRING,2026-01-28,3,204,35.160000,0.220879,144
SME002079,Synthetic SME 002079,RM015,Marmara,Healthcare,SMALL,LIMITED,2020-06-20,73,19571686.820000,35,True,False,55.020000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.032454,R03,60,2,2026-05-18,NONE,True,True,CONTROLLED_SYNTHETIC,9650251.530000,8105283.450000,5097554.370000,6856215.050000,2181947.490000,0.000000,1439943.480000,360197.616667,912354.796667,577,2,28158103.040000,577463.760000,PAYROLL_SERVICES|POS_MERCHANT_ACQUIRING,2026-07-25,3,26,58.380000,1.000000,94
SME002080,Synthetic SME 002080,RM040,Black Sea,Professional Services,SMALL,LIMITED,2021-09-09,59,39267570.900000,10,False,False,59.480000,True,BRANCH,DERIVED_ANALYTICS,0.062810,R04,0,1,2026-06-17,LOW,True,True,CONTROLLED_SYNTHETIC,20784980.800000,17711494.670000,1098277.040000,2206277.600000,0.000000,0.000000,0.000000,913357.560000,2223534.166667,645,3,38933606.430000,1624943.400000,CASH_MANAGEMENT|POS_MERCHANT_ACQUIRING|TERM_DEPOSIT,2026-08-08,3,12,61.310000,1.000000,64
SME002081,Synthetic SME 002081,RM039,Eastern,Construction,MICRO,LIMITED,2022-12-05,44,24495014.220000,6,True,False,45.170000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.107265,R06,60,2,2027-01-09,NONE,False,True,CONTROLLED_SYNTHETIC,12098330.710000,10101631.560000,576017.410000,1221121.920000,2040287.180000,0.000000,1060155.610000,431326.491667,959848.058333,425,2,24978759.890000,755902.160000,CASH_MANAGEMENT|WORKING_CAPITAL_LOAN,2026-08-10,6,10,51.480000,1.000000,0
SME002082,Synthetic SME 002082,RM021,Marmara,Professional Services,MICRO,JOINT_STOCK,2016-04-04,124,4524462.550000,6,False,False,82.390000,False,VIDEO_MEETING,DERIVED_ANALYTICS,0.049788,R04,0,1,2026-07-11,NONE,True,True,CONTROLLED_SYNTHETIC,2617128.590000,2371208.970000,197327.850000,1195600.830000,0.000000,0.000000,0.000000,103159.140000,235130.065000,847,4,3043916.210000,30709.000000,BUSINESS_CREDIT_CARD|PAYROLL_SERVICES|TERM_DEPOSIT|WORKING_CAPITAL_LOAN,2026-06-03,4,78,64.840000,1.000000,40
SME002083,Synthetic SME 002083,RM045,Aegean,Wholesale Trade,SMALL,SOLE_PROPRIETOR,2018-12-06,92,25199557.940000,17,False,False,46.750000,True,RM_CALL,DERIVED_ANALYTICS,0.046223,R04,15,1,2026-10-07,NONE,True,True,CONTROLLED_SYNTHETIC,13847370.120000,12905733.480000,468946.470000,4284107.060000,0.000000,0.000000,0.000000,480018.248333,1266751.405000,407,3,26154394.000000,1153218.650000,CASH_MANAGEMENT|FX_RISK_MANAGEMENT|TRADE_FINANCE,2026-08-01,5,19,67.500000,1.000000,0
SME002084,Synthetic SME 002084,RM046,Mediterranean,Manufacturing,MEDIUM,SOLE_PROPRIETOR,2023-07-31,36,11428318.290000,217,False,True,82.740000,True,RM_CALL,DERIVED_ANALYTICS,0.036457,R03,0,1,2027-03-22,NONE,True,True,CONTROLLED_SYNTHETIC,6136406.340000,5457911.180000,299286.930000,49644890.340000,0.000000,1479245.090000,905092.350000,238466.593333,668266.100000,793,2,4036318.740000,71507.910000,FX_RISK_MANAGEMENT|WORKING_CAPITAL_LOAN,2025-09-24,1,330,31.460000,1.000000,0
SME002085,Synthetic SME 002085,RM022,Central Anatolia,Agriculture,SMALL,LIMITED,2020-08-13,72,38009562.460000,46,False,True,38.890000,True,RM_CALL,DERIVED_ANALYTICS,0.038493,R03,0,1,2026-03-02,NONE,True,True,CONTROLLED_SYNTHETIC,18965459.660000,18145497.980000,638673.890000,10286055.140000,0.000000,5782981.260000,2841671.220000,729399.325000,1707048.876667,292,1,19804590.720000,390223.700000,PAYROLL_SERVICES,2026-05-22,4,90,38.230000,1.000000,171
SME002086,Synthetic SME 002086,RM012,Central Anatolia,Construction,MICRO,JOINT_STOCK,2025-12-12,8,11090724.440000,3,False,False,82.730000,True,RM_CALL,DERIVED_ANALYTICS,0.111557,R06,0,1,2027-06-24,NONE,True,True,CONTROLLED_SYNTHETIC,6409036.840000,5509628.340000,351319.020000,567274.930000,0.000000,0.000000,0.000000,252172.320000,598374.485000,893,3,2961529.910000,36160.540000,BUSINESS_CREDIT_CARD|POS_MERCHANT_ACQUIRING|WORKING_CAPITAL_LOAN,2026-05-06,6,106,28.880000,0.762936,0
SME002087,Synthetic SME 002087,RM048,Eastern,Healthcare,SMALL,JOINT_STOCK,2019-01-02,91,48429056.450000,48,False,True,55.020000,True,BRANCH,DERIVED_ANALYTICS,0.061269,R04,30,2,2027-04-30,NONE,True,True,CONTROLLED_SYNTHETIC,27688744.170000,23785423.560000,11212583.740000,9688526.850000,0.000000,6508764.490000,3336249.390000,1282807.676667,2865039.663333,609,0,0.000000,0.000000,,2026-07-29,6,22,20.000000,0.000000,0
SME002088,Synthetic SME 002088,RM036,Marmara,Retail Trade,MICRO,LIMITED,2019-09-22,82,7235589.180000,5,False,False,57.800000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.028095,R03,0,1,2027-09-19,NONE,True,True,CONTROLLED_SYNTHETIC,3489119.880000,3082864.330000,1586735.670000,1053664.050000,0.000000,0.000000,0.000000,120319.166667,402341.058333,618,1,1852251.440000,74521.270000,PAYROLL_SERVICES,2026-05-18,3,94,33.190000,0.731405,0
SME002089,Synthetic SME 002089,RM034,Aegean,Healthcare,MICRO,LIMITED,2015-11-24,128,6199884.620000,6,False,False,86.390000,True,RM_CALL,DERIVED_ANALYTICS,0.077378,R05,0,1,2026-02-07,NONE,True,True,CONTROLLED_SYNTHETIC,3127718.080000,2673612.460000,1855697.580000,1199082.110000,0.000000,0.000000,0.000000,112526.435000,242878.938333,633,2,1348555.500000,27765.180000,TRADE_FINANCE|WORKING_CAPITAL_LOAN,2026-06-30,6,51,39.090000,0.621466,194
SME002090,Synthetic SME 002090,RM021,Marmara,Professional Services,MEDIUM,JOINT_STOCK,2024-02-21,29,109210201.810000,87,True,True,93.700000,True,BRANCH,DERIVED_ANALYTICS,0.008970,R02,5,1,2026-03-03,NONE,True,True,CONTROLLED_SYNTHETIC,60336931.360000,54559002.600000,3789398.290000,19565998.660000,15401275.980000,11536083.240000,16269982.970000,2063336.731667,5400082.908333,788,2,32835409.480000,1675758.560000,BUSINESS_CREDIT_CARD|TRADE_FINANCE,2026-07-13,5,38,28.320000,0.859036,170
SME002091,Synthetic SME 002091,RM031,Black Sea,Professional Services,SMALL,SOLE_PROPRIETOR,2021-03-29,64,68585696.800000,30,True,True,29.130000,True,BRANCH,DERIVED_ANALYTICS,0.008526,R02,0,1,2026-04-17,NONE,True,True,CONTROLLED_SYNTHETIC,39132872.280000,33227483.200000,1936580.340000,5827219.970000,9140361.810000,8535052.390000,10492209.930000,1390691.616667,4981215.431667,296,1,8837992.090000,126821.690000,WORKING_CAPITAL_LOAN,2026-08-06,5,14,25.350000,0.368173,125
SME002092,Synthetic SME 002092,RM043,Mediterranean,Hospitality,MICRO,LIMITED,2023-09-22,34,5609241.770000,3,False,False,93.650000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.099930,R06,0,1,2027-08-21,NONE,True,False,CONTROLLED_SYNTHETIC,2757785.360000,2392498.580000,1386083.580000,649925.350000,0.000000,0.000000,0.000000,109111.156667,288734.136667,1046,3,5260245.840000,196640.200000,PAYROLL_SERVICES|POS_MERCHANT_ACQUIRING|WORKING_CAPITAL_LOAN,2026-04-22,2,120,53.850000,1.000000,0
SME002093,Synthetic SME 002093,RM024,Eastern,Technology,MICRO,SOLE_PROPRIETOR,2016-04-22,123,5164608.830000,7,False,False,76.300000,True,RM_CALL,DERIVED_ANALYTICS,0.039211,R03,0,1,2026-04-24,LOW,True,True,CONTROLLED_SYNTHETIC,2804825.720000,2358518.800000,99669.350000,1266521.940000,0.000000,0.000000,0.000000,117255.075000,273408.150000,738,3,4286898.660000,87720.340000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT|TERM_DEPOSIT,2025-08-24,1,361,62.740000,1.000000,118
SME002094,Synthetic SME 002094,RM035,Central Anatolia,Professional Services,SMALL,LIMITED,2021-01-22,66,24168849.450000,33,False,False,70.230000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.037873,R03,0,1,2026-02-09,NONE,True,True,CONTROLLED_SYNTHETIC,11455980.120000,10445184.130000,608500.910000,6788133.970000,0.000000,0.000000,0.000000,492560.408333,1201130.426667,600,3,36684952.660000,1564988.080000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT|PAYROLL_SERVICES,2026-07-02,4,49,63.210000,1.000000,192
SME002095,Synthetic SME 002095,RM030,Central Anatolia,Professional Services,SMALL,JOINT_STOCK,2015-06-23,133,49589017.130000,21,True,False,86.560000,True,RM_CALL,DERIVED_ANALYTICS,0.030410,R03,0,1,2027-07-17,NONE,True,True,CONTROLLED_SYNTHETIC,24030119.540000,22641486.870000,1145201.950000,4593271.460000,4738063.950000,0.000000,2604636.240000,923408.030000,3196366.486667,954,2,14728053.340000,506855.110000,BUSINESS_CREDIT_CARD|WORKING_CAPITAL_LOAN,2026-08-17,5,3,41.320000,0.848578,0
SME002096,Synthetic SME 002096,RM021,Marmara,Hospitality,MICRO,JOINT_STOCK,2023-09-07,35,5446817.150000,9,False,False,88.100000,True,RM_CALL,DERIVED_ANALYTICS,0.042236,R03,0,1,2026-05-04,NONE,True,True,CONTROLLED_SYNTHETIC,3272398.060000,3033063.560000,1540507.540000,1659797.560000,0.000000,0.000000,0.000000,96233.960000,304078.841667,881,2,6737113.760000,172672.610000,CASH_MANAGEMENT|TERM_DEPOSIT,2026-06-06,6,75,49.330000,1.000000,108
SME002097,Synthetic SME 002097,RM008,Marmara,Manufacturing,MICRO,SOLE_PROPRIETOR,2020-07-07,73,8531192.060000,4,False,False,66.290000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.042739,R03,0,1,2026-01-08,NONE,True,True,CONTROLLED_SYNTHETIC,4684743.140000,4219388.350000,246799.970000,887793.460000,0.000000,0.000000,0.000000,178184.956667,574940.196667,564,4,1544471.420000,72585.710000,BUSINESS_CREDIT_CARD|POS_MERCHANT_ACQUIRING|TERM_DEPOSIT|WORKING_CAPITAL_LOAN,2026-08-15,5,5,48.450000,0.517252,224
SME002098,Synthetic SME 002098,RM040,Black Sea,Construction,SMALL,LIMITED,2021-03-02,65,28930282.320000,42,False,False,60.530000,True,SECURE_MESSAGE,DERIVED_ANALYTICS,0.037585,R03,0,1,2027-05-04,NONE,True,True,CONTROLLED_SYNTHETIC,15210689.340000,12861371.540000,627046.390000,8455471.420000,0.000000,0.000000,0.000000,571893.923333,1758816.231667,513,4,22526013.290000,1118541.680000,BUSINESS_CREDIT_CARD|PAYROLL_SERVICES|POS_MERCHANT_ACQUIRING|TRADE_FINANCE,2026-04-06,1,136,63.280000,1.000000,0
SME002099,Synthetic SME 002099,RM002,Marmara,Professional Services,MICRO,SOLE_PROPRIETOR,2018-08-03,96,12931721.630000,6,False,True,49.300000,True,BRANCH,DERIVED_ANALYTICS,0.073041,R05,0,1,2026-01-13,NONE,True,True,CONTROLLED_SYNTHETIC,7523275.280000,6797132.080000,348222.040000,1271580.380000,0.000000,1992075.160000,854813.230000,222049.111667,664305.575000,398,3,5142925.190000,195654.310000,BUSINESS_CREDIT_CARD|FX_RISK_MANAGEMENT|TRADE_FINANCE,2026-06-25,5,56,50.640000,1.000000,219
SME002100,Synthetic SME 002100,RM009,Marmara,Hospitality,MICRO,LIMITED,2018-11-07,93,8046865.080000,7,False,False,48.750000,True,RM_CALL,DERIVED_ANALYTICS,0.053061,R04,15,1,2026-08-28,NONE,True,True,CONTROLLED_SYNTHETIC,4631426.960000,4087405.500000,2400347.490000,1495564.330000,0.000000,0.000000,0.000000,151766.385000,407370.610000,410,0,0.000000,0.000000,,2026-07-28,5,23,20.000000,0.000000,0
SME002101,Synthetic SME 002101,RM041,Marmara,Wholesale Trade,MICRO,JOINT_STOCK,2018-02-05,102,5084342.300000,8,False,False,94.890000,True,BRANCH,DERIVED_ANALYTICS,0.029395,R03,0,1,2027-04-18,NONE,False,True,CONTROLLED_SYNTHETIC,2782641.850000,2544133.630000,149336.350000,1563105.800000,0.000000,0.000000,0.000000,106973.498333,391439.781667,754,3,3250814.400000,170434.510000,BUSINESS_CREDIT_CARD|PAYROLL_SERVICES|TERM_DEPOSIT,2026-05-09,4,103,57.400000,1.000000,0
SME002102,Synthetic SME 002102,RM021,Marmara,Healthcare,SMALL,LIMITED,2018-01-13,103,64537050.530000,17,False,False,71.150000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.023685,R03,0,1,2027-02-02,NONE,True,False,CONTROLLED_SYNTHETIC,36031488.550000,31459683.390000,21587225.660000,3306092.190000,0.000000,0.000000,0.000000,1327619.810000,2246555.206667,764,1,43323625.360000,1478780.760000,POS_MERCHANT_ACQUIRING,2026-07-18,5,33,45.300000,1.000000,0
SME002103,Synthetic SME 002103,RM007,Central Anatolia,Healthcare,SMALL,JOINT_STOCK,2023-01-22,42,19082539.580000,29,True,False,83.540000,True,RM_CALL,DERIVED_ANALYTICS,0.057767,R04,5,1,2027-05-26,NONE,True,True,CONTROLLED_SYNTHETIC,9681624.320000,8376666.140000,5023118.130000,6823780.190000,1647268.130000,0.000000,949966.960000,500649.176667,900968.268333,788,2,9674360.010000,406749.650000,BUSINESS_CREDIT_CARD|POS_MERCHANT_ACQUIRING,2026-05-02,2,110,37.200000,1.000000,0
SME002104,Synthetic SME 002104,RM029,Marmara,Agriculture,SMALL,JOINT_STOCK,2025-07-19,13,24394684.380000,44,False,True,21.530000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.033022,R03,0,1,2026-11-25,NONE,False,False,CONTROLLED_SYNTHETIC,13613748.980000,11177116.210000,825845.200000,8553617.790000,0.000000,3126198.330000,1495071.010000,450383.598333,1201331.585000,193,1,413144.630000,4524.680000,TERM_DEPOSIT,2026-04-23,2,119,10.070000,0.048388,0
SME002105,Synthetic SME 002105,RM036,Marmara,Wholesale Trade,SMALL,JOINT_STOCK,2026-04-05,4,16724695.190000,30,False,False,62.150000,True,SECURE_MESSAGE,DERIVED_ANALYTICS,0.037229,R03,0,1,2026-06-16,NONE,True,True,CONTROLLED_SYNTHETIC,8993229.400000,8186686.970000,452513.400000,6128806.450000,0.000000,0.000000,0.000000,266071.255000,790411.295000,480,3,17779946.160000,777865.510000,BUSINESS_CREDIT_CARD|PAYROLL_SERVICES|WORKING_CAPITAL_LOAN,2026-01-19,1,213,48.450000,1.000000,65
SME002106,Synthetic SME 002106,RM001,Mediterranean,Healthcare,SMALL,JOINT_STOCK,2021-02-05,66,49938906.530000,11,False,True,64.760000,True,RM_CALL,DERIVED_ANALYTICS,0.010838,R02,5,1,2027-01-08,NONE,True,True,CONTROLLED_SYNTHETIC,27096955.800000,25109350.100000,14430102.340000,2309047.990000,0.000000,7715532.710000,4628019.070000,796517.563333,2682220.340000,665,3,55202653.280000,1324517.740000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT|WORKING_CAPITAL_LOAN,2026-02-04,1,197,63.210000,1.000000,0
SME002107,Synthetic SME 002107,RM015,Marmara,Wholesale Trade,SMALL,JOINT_STOCK,2021-06-26,61,22833306.290000,19,True,False,89.800000,True,RM_CALL,DERIVED_ANALYTICS,0.050062,R04,0,1,2027-06-30,NONE,True,True,CONTROLLED_SYNTHETIC,11584183.930000,10329174.060000,770785.410000,4543375.450000,3370564.540000,0.000000,1469766.370000,475312.641667,1035470.861667,777,3,31602493.880000,1096948.130000,CASH_MANAGEMENT|PAYROLL_SERVICES|POS_MERCHANT_ACQUIRING,2025-09-21,1,333,62.020000,1.000000,0
