interaction_id,customer_id,rm_id,interaction_date,channel,outcome,data_class
I0005209,SME001506,RM011,2026-05-11,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005210,SME001506,RM011,2025-10-11,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005211,SME001506,RM011,2026-03-09,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005212,SME001507,RM004,2026-05-23,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005213,SME001507,RM004,2025-11-24,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005214,SME001507,RM004,2026-05-18,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005215,SME001507,RM004,2025-12-19,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005216,SME001507,RM004,2025-09-16,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005217,SME001508,RM024,2026-04-19,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005218,SME001508,RM024,2026-07-05,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005219,SME001508,RM024,2025-09-07,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005220,SME001509,RM001,2026-06-07,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005221,SME001509,RM001,2026-04-15,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005222,SME001509,RM001,2026-03-14,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005223,SME001510,RM016,2025-09-29,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005224,SME001510,RM016,2026-01-29,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005225,SME001510,RM016,2025-10-19,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005226,SME001510,RM016,2026-04-27,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005227,SME001511,RM044,2026-04-12,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005228,SME001511,RM044,2026-08-19,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005229,SME001511,RM044,2025-11-10,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005230,SME001511,RM044,2026-06-13,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005231,SME001512,RM013,2026-06-06,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005232,SME001512,RM013,2025-11-09,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005233,SME001512,RM013,2025-10-27,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005234,SME001512,RM013,2026-03-27,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005235,SME001512,RM013,2026-02-04,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005236,SME001512,RM013,2025-10-26,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005237,SME001513,RM009,2025-09-14,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005238,SME001513,RM009,2025-11-04,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005239,SME001513,RM009,2025-12-29,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005240,SME001513,RM009,2026-06-18,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005241,SME001514,RM008,2026-06-03,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005242,SME001514,RM008,2026-08-06,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005243,SME001515,RM014,2025-10-10,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005244,SME001515,RM014,2026-05-14,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005245,SME001515,RM014,2026-07-24,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005246,SME001515,RM014,2026-01-02,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005247,SME001516,RM045,2026-03-23,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005248,SME001516,RM045,2026-06-02,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005249,SME001517,RM017,2025-10-07,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005250,SME001517,RM017,2026-07-09,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005251,SME001517,RM017,2026-03-16,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005252,SME001517,RM017,2026-02-13,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005253,SME001518,RM008,2025-12-19,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005254,SME001518,RM008,2026-07-24,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005255,SME001518,RM008,2026-04-25,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005256,SME001518,RM008,2026-07-09,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005257,SME001519,RM009,2025-10-09,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005258,SME001519,RM009,2025-12-16,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005259,SME001519,RM009,2026-03-20,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005260,SME001519,RM009,2026-05-23,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005261,SME001520,RM018,2025-11-21,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005262,SME001520,RM018,2026-04-08,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005263,SME001520,RM018,2025-11-15,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005264,SME001520,RM018,2025-12-13,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005265,SME001520,RM018,2026-03-24,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005266,SME001521,RM038,2025-11-02,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005267,SME001521,RM038,2026-06-12,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005268,SME001521,RM038,2025-11-12,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005269,SME001522,RM021,2026-06-25,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005270,SME001522,RM021,2026-06-17,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005271,SME001522,RM021,2026-06-01,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005272,SME001522,RM021,2025-11-08,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005273,SME001523,RM010,2026-05-22,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005274,SME001523,RM010,2026-08-03,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005275,SME001523,RM010,2026-07-08,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005276,SME001524,RM017,2025-11-18,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005277,SME001524,RM017,2026-06-26,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005278,SME001524,RM017,2026-02-26,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005279,SME001524,RM017,2025-10-14,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005280,SME001524,RM017,2026-02-06,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005281,SME001525,RM008,2026-01-03,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005282,SME001525,RM008,2026-05-11,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005283,SME001525,RM008,2026-02-07,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005284,SME001525,RM008,2026-07-04,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005285,SME001525,RM008,2026-05-08,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005286,SME001526,RM021,2025-11-11,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005287,SME001526,RM021,2025-09-26,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005288,SME001526,RM021,2025-10-17,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005289,SME001526,RM021,2025-08-27,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005290,SME001527,RM029,2026-06-10,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005291,SME001528,RM016,2025-12-10,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005292,SME001529,RM029,2026-02-15,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005293,SME001529,RM029,2026-04-26,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005294,SME001529,RM029,2025-09-26,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005295,SME001530,RM025,2026-02-22,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005296,SME001530,RM025,2026-04-20,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005297,SME001530,RM025,2026-08-08,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005298,SME001530,RM025,2025-12-12,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005299,SME001530,RM025,2025-11-30,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005300,SME001530,RM025,2025-10-31,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005301,SME001531,RM011,2025-09-22,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005302,SME001531,RM011,2026-06-17,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005303,SME001531,RM011,2025-12-22,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005304,SME001531,RM011,2025-10-23,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005305,SME001531,RM011,2026-01-13,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005306,SME001532,RM036,2025-12-01,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005307,SME001532,RM036,2025-08-23,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005308,SME001532,RM036,2025-10-22,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005309,SME001533,RM003,2025-10-11,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005310,SME001534,RM012,2025-10-27,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005311,SME001535,RM021,2026-08-11,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005312,SME001535,RM021,2026-04-27,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005313,SME001535,RM021,2026-04-15,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005314,SME001536,RM022,2026-08-04,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005315,SME001537,RM012,2025-09-17,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005316,SME001537,RM012,2026-03-21,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005317,SME001537,RM012,2025-12-10,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005318,SME001537,RM012,2025-10-05,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005319,SME001538,RM012,2026-03-20,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005320,SME001538,RM012,2025-10-13,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005321,SME001538,RM012,2025-11-29,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005322,SME001538,RM012,2025-09-19,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005323,SME001538,RM012,2026-03-12,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005324,SME001539,RM030,2025-12-28,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005325,SME001539,RM030,2026-04-14,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005326,SME001539,RM030,2025-11-01,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005327,SME001539,RM030,2025-11-11,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005328,SME001539,RM030,2026-03-04,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005329,SME001540,RM046,2025-10-16,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005330,SME001540,RM046,2025-10-01,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005331,SME001540,RM046,2025-10-22,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005332,SME001541,RM007,2025-09-01,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005333,SME001542,RM015,2025-11-05,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005334,SME001542,RM015,2025-08-23,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005335,SME001543,RM030,2026-07-24,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005336,SME001543,RM030,2026-06-05,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005337,SME001543,RM030,2026-03-21,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005338,SME001543,RM030,2025-11-16,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005339,SME001543,RM030,2026-03-27,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005340,SME001544,RM006,2026-05-03,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005341,SME001544,RM006,2026-06-20,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005342,SME001544,RM006,2026-01-01,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005343,SME001545,RM038,2026-04-06,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005344,SME001545,RM038,2025-11-25,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005345,SME001545,RM038,2025-11-08,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005346,SME001545,RM038,2026-03-07,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005347,SME001546,RM029,2025-10-23,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005348,SME001546,RM029,2025-10-10,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005349,SME001546,RM029,2026-04-13,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005350,SME001546,RM029,2026-07-13,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005351,SME001547,RM047,2026-04-06,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005352,SME001547,RM047,2026-08-02,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005353,SME001547,RM047,2026-04-14,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005354,SME001547,RM047,2026-07-16,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005355,SME001547,RM047,2026-01-30,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005356,SME001547,RM047,2026-04-25,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005357,SME001548,RM034,2025-09-13,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005358,SME001548,RM034,2025-12-05,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005359,SME001548,RM034,2025-09-09,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005360,SME001548,RM034,2026-03-31,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005361,SME001549,RM033,2025-10-11,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005362,SME001549,RM033,2025-11-19,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005363,SME001550,RM002,2026-05-04,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005364,SME001550,RM002,2026-04-30,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005365,SME001550,RM002,2026-06-08,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005366,SME001550,RM002,2025-10-06,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005367,SME001550,RM002,2026-01-20,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005368,SME001550,RM002,2026-02-28,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005369,SME001551,RM036,2025-09-03,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005370,SME001551,RM036,2026-03-24,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005371,SME001551,RM036,2025-11-16,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005372,SME001551,RM036,2026-04-03,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005373,SME001551,RM036,2026-06-30,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005374,SME001552,RM033,2026-05-10,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005375,SME001552,RM033,2026-06-16,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005376,SME001552,RM033,2025-12-17,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005377,SME001552,RM033,2025-08-23,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005378,SME001552,RM033,2026-07-16,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005379,SME001552,RM033,2026-01-03,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005380,SME001553,RM004,2026-07-08,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005381,SME001553,RM004,2026-05-09,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005382,SME001553,RM004,2026-02-08,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005383,SME001554,RM037,2026-07-10,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005384,SME001554,RM037,2026-01-08,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005385,SME001555,RM035,2025-10-18,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005386,SME001555,RM035,2026-08-06,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005387,SME001555,RM035,2026-01-19,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005388,SME001555,RM035,2026-02-15,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005389,SME001556,RM039,2025-09-07,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005390,SME001556,RM039,2026-07-17,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005391,SME001557,RM025,2026-07-17,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005392,SME001557,RM025,2026-05-16,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005393,SME001557,RM025,2026-01-31,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005394,SME001558,RM004,2025-11-05,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005395,SME001558,RM004,2025-12-30,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005396,SME001558,RM004,2026-01-24,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005397,SME001558,RM004,2025-12-12,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005398,SME001558,RM004,2026-02-20,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005399,SME001558,RM004,2026-07-16,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005400,SME001559,RM036,2026-03-01,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005401,SME001560,RM041,2026-04-01,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005402,SME001561,RM029,2025-11-25,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005403,SME001561,RM029,2026-03-21,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005404,SME001561,RM029,2026-03-11,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005405,SME001561,RM029,2025-12-01,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005406,SME001561,RM029,2026-04-16,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005407,SME001561,RM029,2026-01-03,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005408,SME001562,RM015,2026-07-25,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005409,SME001562,RM015,2026-07-07,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005410,SME001562,RM015,2025-12-19,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005411,SME001562,RM015,2026-08-04,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005412,SME001562,RM015,2026-06-17,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005413,SME001562,RM015,2026-08-16,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005414,SME001563,RM008,2025-11-07,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005415,SME001563,RM008,2026-06-25,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005416,SME001563,RM008,2026-05-31,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005417,SME001563,RM008,2026-01-08,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005418,SME001564,RM002,2026-03-23,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005419,SME001564,RM002,2025-10-13,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005420,SME001564,RM002,2026-04-05,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005421,SME001565,RM028,2025-12-31,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005422,SME001566,RM002,2026-02-07,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005423,SME001566,RM002,2026-03-03,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005424,SME001566,RM002,2025-12-16,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005425,SME001566,RM002,2026-06-10,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005426,SME001567,RM046,2026-04-02,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005427,SME001567,RM046,2026-01-21,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005428,SME001567,RM046,2026-07-29,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005429,SME001567,RM046,2025-12-13,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005430,SME001567,RM046,2026-07-28,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005431,SME001568,RM006,2025-09-02,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005432,SME001569,RM043,2026-03-06,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005433,SME001569,RM043,2026-08-19,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005434,SME001570,RM041,2026-03-28,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005435,SME001570,RM041,2026-04-01,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005436,SME001570,RM041,2025-11-10,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005437,SME001570,RM041,2026-06-14,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005438,SME001570,RM041,2026-01-19,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005439,SME001571,RM043,2025-10-13,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005440,SME001571,RM043,2025-10-13,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005441,SME001571,RM043,2026-04-19,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005442,SME001571,RM043,2026-02-26,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005443,SME001572,RM010,2026-05-03,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005444,SME001573,RM030,2026-05-31,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005445,SME001573,RM030,2026-05-02,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005446,SME001573,RM030,2025-09-24,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005447,SME001574,RM035,2025-11-05,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005448,SME001574,RM035,2025-11-29,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005449,SME001574,RM035,2025-12-08,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005450,SME001575,RM041,2025-11-22,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005451,SME001576,RM021,2026-05-18,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005452,SME001576,RM021,2026-06-18,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005453,SME001576,RM021,2026-06-21,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005454,SME001577,RM039,2026-07-03,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005455,SME001578,RM003,2026-07-04,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0005456,SME001578,RM003,2026-05-07,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005457,SME001578,RM003,2026-03-20,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005458,SME001578,RM003,2026-08-06,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005459,SME001578,RM003,2026-05-26,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005460,SME001579,RM034,2026-01-18,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0005461,SME001579,RM034,2025-10-19,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0005462,SME001580,RM031,2026-01-02,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0005463,SME001580,RM031,2025-10-23,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0005464,SME001581,RM041,2026-01-05,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005465,SME001581,RM041,2026-06-17,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0005466,SME001581,RM041,2025-11-22,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0005467,SME001581,RM041,2026-05-12,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
